Class,Importer,Exporter,Total_Quantity,N_Records
Aves,GB,PH,6,3
Aves,HK,PH,148,39
Aves,ID,PH,12177,79
Aves,IN,PH,350,1
Aves,IQ,PH,8995,19
Aves,JO,PH,50,3
Aves,JP,PH,6615,998
Aves,KR,PH,3463,259
Aves,KW,PH,355,15
Aves,LA,PH,5,2
Aves,LB,PH,13056,46
Aves,LK,PH,104,34
Aves,MO,PH,1,1
Aves,MV,PH,8647,70
Aves,NO,PH,2,1
Aves,OM,PH,600,4
Aves,PK,PH,30931,172
Aves,PL,PH,2,1
Aves,PT,PH,2,2
Aves,QA,PH,1,1
Aves,SG,PH,11427,124
Aves,TH,PH,700,131
Aves,TR,PH,692,9
Aves,US,PH,45,10
Aves,UZ,PH,6150,17
Aves,VN,PH,12,7
Aves,XX,PH,500,1
Aves,AE,PK,5,1
Aves,DK,PK,2,1
Aves,GB,PK,1,1
Aves,ID,PK,300,1
Aves,JO,PK,1,1
Aves,LK,PK,610,15
Aves,MZ,PK,40,1
Aves,OM,PK,10900,76
Aves,SA,PK,3900,11
Aves,TR,PK,1200,4
Aves,AE,PL,260,190
Aves,AM,PL,4,3
Aves,AR,PL,1,1
Aves,BH,PL,89,74
Aves,CH,PL,2,2
Aves,GB,PL,3,3
Aves,GE,PL,65,50
Aves,IL,PL,2,2
Aves,NO,PL,2,2
Aves,QA,PL,367,130
Aves,RS,PL,4,3
Aves,RU,PL,6,2
Aves,SA,PL,641,300
Aves,SG,PL,3,3
Aves,TR,PL,2,1
Aves,UA,PL,6,6
Aves,US,PL,9,8
Aves,AD,PT,1,1
Aves,AE,PT,951,545
Aves,AO,PT,308,85
Aves,AR,PT,115,46
Aves,BD,PT,2060,560
Aves,BH,PT,35,7
Aves,BM,PT,1,1
Aves,BR,PT,51333,1841
Aves,CH,PT,210,138
Aves,CL,PT,208,52
Aves,CV,PT,4,1
Aves,DO,PT,20,5
Aves,GB,PT,10,6
Aves,IL,PT,2,2
Aves,KR,PT,304,106
Aves,MX,PT,614,85
Aves,MZ,PT,2,2
Aves,NO,PT,9,4
Aves,PA,PT,4,2
Aves,PH,PT,2,2
Aves,PR,PT,6,1
Aves,QA,PT,50,8
Aves,SA,PT,52,18
Aves,SG,PT,512,138
Aves,TW,PT,929,65
Aves,US,PT,336,58
Aves,VE,PT,397,147
Aves,XX,PT,49,14
Aves,BR,PY,1,1
Aves,DE,PY,3,2
Aves,AE,QA,138,47
Aves,AT,QA,2,2
Aves,AZ,QA,60,2
Aves,BE,QA,1,1
Aves,BG,QA,83,63
Aves,BH,QA,1,1
Aves,CH,QA,6,4
Aves,CS,QA,2,1
Aves,CY,QA,2,2
Aves,CZ,QA,5,2
Aves,DE,QA,621,330
Aves,DZ,QA,36,14
Aves,EE,QA,2,2
Aves,EG,QA,13,12
Aves,ES,QA,153,88
Aves,ET,QA,1,1
Aves,FR,QA,8,7
Aves,GB,QA,353,216
Aves,GE,QA,38,25
Aves,HR,QA,1,1
Aves,IN,QA,6,6
Aves,IQ,QA,31,21
Aves,IR,QA,1542,19
Aves,IT,QA,15,13
Aves,JO,QA,761,150
Aves,KW,QA,1300,460
Aves,KZ,QA,176,42
Aves,LB,QA,23,13
Aves,LK,QA,59,14
Aves,LY,QA,7,6
Aves,MA,QA,9,2
Aves,MN,QA,12,4
Aves,MX,QA,8,2
Aves,MY,QA,3,3
Aves,OM,QA,2438,66
Aves,PH,QA,11,11
Aves,PK,QA,28,5
Aves,PT,QA,1,1
Aves,RO,QA,64,50
Aves,RU,QA,4,3
Aves,SA,QA,235,26
Aves,SG,QA,13,8
Aves,SK,QA,5,1
Aves,SN,QA,33,29
Aves,TH,QA,42,16
Aves,TJ,QA,30,10
Aves,TN,QA,16,9
Aves,TR,QA,34,5
Aves,UA,QA,5,3
Aves,US,QA,1,1
Aves,UZ,QA,8,4
Aves,ZA,QA,3,3
Aves,AE,RO,398,243
Aves,CA,RO,1,1
Aves,KZ,RO,2,2
Aves,MD,RO,1,1
Aves,QA,RO,28,6
Aves,AE,RS,1946,609
Aves,BE,RS,1,1
Aves,BH,RS,4,4
Aves,CH,RS,3,3
Aves,CY,RS,2,2
Aves,DE,RS,4,4
Aves,GR,RS,1,1
Aves,MK,RS,4,2
Aves,OM,RS,201,2
Aves,RU,RS,1,1
Aves,SI,RS,2,2
Aves,SK,RS,3,3
Aves,TR,RS,957,8
Aves,US,RS,2,2
Aves,XV,RS,8,8
Aves,XX,RS,10,10
Aves,AE,RU,1083,545
Aves,AM,RU,3,3
Aves,AT,RU,1,1
Aves,AZ,RU,3,2
Aves,BE,RU,1,1
Aves,BG,RU,98,33
Aves,BH,RU,30,1
Aves,BY,RU,36,22
Aves,CA,RU,1,1
Aves,CL,RU,1,1
Aves,CY,RU,8,8
Aves,CZ,RU,8,8
Aves,DE,RU,38,12
Aves,DK,RU,2,2
Aves,ES,RU,12,4
Aves,FR,RU,28,11
Aves,GB,RU,1,1
Aves,GE,RU,11,8
Aves,HU,RU,1,1
Aves,IE,RU,1,1
Aves,IL,RU,5,5
Aves,IT,RU,1,1
Aves,JP,RU,1,1
Aves,KG,RU,149,11
Aves,KW,RU,223,18
Aves,KZ,RU,96,46
Aves,LT,RU,1,1
Aves,LV,RU,3,3
Aves,ME,RU,1,1
Aves,MK,RU,14,2
Aves,NO,RU,2,2
Aves,PL,RU,4,4
Aves,PT,RU,3,3
Aves,QA,RU,2179,143
Aves,SA,RU,50,7
Aves,SE,RU,7,7
Aves,SK,RU,27,13
Aves,TH,RU,1,1
Aves,TR,RU,5,4
Aves,UA,RU,59,10
Aves,US,RU,2,2
Aves,UZ,RU,22,4
Aves,XV,RU,20,20
Aves,XX,RU,2,2
Aves,AE,SA,251,215
Aves,AU,SA,1,1
Aves,AZ,SA,4,4
Aves,BG,SA,8,6
Aves,BH,SA,36,33
Aves,CA,SA,2,2
Aves,CZ,SA,1,1
Aves,DE,SA,28,8
Aves,DZ,SA,691,119
Aves,EG,SA,6,6
Aves,ES,SA,16,12
Aves,FR,SA,2,2
Aves,GB,SA,1,1
Aves,JO,SA,57,46
Aves,KG,SA,24,24
Aves,KW,SA,78,49
Aves,KZ,SA,346,59
Aves,LB,SA,6,6
Aves,LY,SA,3,3
Aves,MA,SA,247,225
Aves,MR,SA,1,1
Aves,MS,SA,3,1
Aves,NG,SA,30,2
Aves,PH,SA,2,2
Aves,PK,SA,24,20
Aves,QA,SA,38,12
Aves,TR,SA,14,6
Aves,US,SA,3,3
Aves,BD,SB,1841,28
Aves,CN,SB,510,7
Aves,JO,SB,6,1
Aves,OM,SB,6294,81
Aves,SG,SB,610,5
Aves,TH,SB,122,3
Aves,TR,SB,347,11
Aves,US,SB,12,1
Aves,UZ,SB,250,6
Aves,XV,SB,9628,19
Aves,AE,SD,10,1
Aves,AM,SD,6,2
Aves,BD,SD,107,18
Aves,BH,SD,43,2
Aves,BJ,SD,8,2
Aves,CA,SD,2,1
Aves,ID,SD,10,1
Aves,JO,SD,2,1
Aves,KW,SD,210,2
Aves,LB,SD,3,1
Aves,ML,SD,2,1
Aves,OM,SD,35,2
Aves,QA,SD,874,116
Aves,RU,SD,12,3
Aves,SA,SD,2106,344
Aves,BD,SE,12,2
Aves,GT,SE,4,4
Aves,KW,SE,50,1
Aves,NO,SE,195,55
Aves,TH,SE,4,3
Aves,UA,SE,4,1
Aves,ZA,SE,1,1
Aves,AE,SG,3,3
Aves,CA,SG,2,2
Aves,CH,SG,1,1
Aves,CN,SG,1653,73
Aves,DE,SG,8,5
Aves,FR,SG,20,17
Aves,GB,SG,18,14
Aves,HK,SG,113,9
Aves,ID,SG,8,2
Aves,IE,SG,2,2
Aves,IN,SG,2,2
Aves,JE,SG,2,1
Aves,JP,SG,2434,662
Aves,KW,SG,6645,61
Aves,LK,SG,45,11
Aves,LV,SG,6,1
Aves,MM,SG,7,5
Aves,MY,SG,2,2
Aves,NL,SG,4,3
Aves,PH,SG,119,43
Aves,PK,SG,632,2
Aves,PL,SG,12,12
Aves,PT,SG,110,43
Aves,QA,SG,1,1
Aves,SE,SG,2,2
Aves,SK,SG,2,2
Aves,TH,SG,171,10
Aves,TR,SG,2,2
Aves,TW,SG,1789,69
Aves,US,SG,6,4
Aves,VN,SG,4,4
Aves,AE,SI,1124,1124
Aves,BH,SI,3,3
Aves,CA,SI,21,21
Aves,CH,SI,4,4
Aves,GB,SI,8,8
Aves,LY,SI,1,1
Aves,QA,SI,41,27
Aves,RS,SI,5,5
Aves,SG,SI,72,64
Aves,AE,SK,244,157
Aves,BH,SK,44,42
Aves,BR,SK,3,3
Aves,CH,SK,18,9
Aves,GB,SK,8,1
Aves,ID,SK,5,3
Aves,IQ,SK,4,2
Aves,KR,SK,4,2
Aves,KW,SK,86,41
Aves,PH,SK,34,13
Aves,QA,SK,28,18
Aves,RS,SK,8,8
Aves,RU,SK,29,7
Aves,SA,SK,24,20
Aves,TR,SK,2,2
Aves,UA,SK,36,12
Aves,US,SK,2,2
Aves,UZ,SK,4,3
Aves,VN,SK,28,6
Aves,AF,SN,1248,5
Aves,BD,SN,2920,13
Aves,BE,SN,2,2
Aves,CG,SN,2,1
Aves,CI,SN,200,1
Aves,CV,SN,12,6
Aves,DZ,SN,6,2
Aves,EG,SN,84,4
Aves,ES,SN,4,3
Aves,FR,SN,9,8
Aves,HK,SN,300,1
Aves,IQ,SN,1175,9
Aves,JO,SN,1400,8
Aves,KW,SN,1800,12
Aves,LB,SN,1060,8
Aves,LK,SN,54,4
Aves,LY,SN,2,1
Aves,MA,SN,338,8
Aves,MV,SN,1152,8
Aves,MX,SN,700,2
Aves,MY,SN,400,2
Aves,MZ,SN,20,1
Aves,OM,SN,4750,19
Aves,PK,SN,2200,5
Aves,QA,SN,114,14
Aves,SA,SN,6200,8
Aves,SG,SN,2230,14
Aves,TH,SN,1800,7
Aves,TN,SN,1,1
Aves,TR,SN,550,3
Aves,UA,SN,305,4
Aves,US,SN,1,1
Aves,UZ,SN,500,4
Aves,AE,SR,11091,423
Aves,AF,SR,737,39
Aves,AM,SR,673,29
Aves,BD,SR,3681,148
Aves,BH,SR,78,5
Aves,CN,SR,6211,220
Aves,CW,SR,1262,99
Aves,CZ,SR,18,4
Aves,DE,SR,134,30
Aves,DO,SR,560,36
Aves,FR,SR,2,1
Aves,GE,SR,52,9
Aves,GF,SR,2,1
Aves,ID,SR,1351,80
Aves,JO,SR,29,4
Aves,KR,SR,1,1
Aves,KW,SR,2160,103
Aves,LK,SR,3786,163
Aves,LV,SR,238,3
Aves,MF,SR,72,9
Aves,MV,SR,189,12
Aves,NL,SR,4,2
Aves,OM,SR,3801,123
Aves,PA,SR,134,16
Aves,PK,SR,456,21
Aves,RU,SR,396,28
Aves,SA,SR,1668,62
Aves,SG,SR,2949,118
Aves,SX,SR,121,17
Aves,TH,SR,5325,262
Aves,TR,SR,630,20
Aves,US,SR,159,9
Aves,UZ,SR,76,11
Aves,XX,SR,26,2
Aves,GT,SV,16,4
Aves,BH,SY,3,1
Aves,CZ,SY,1,1
Aves,EG,SY,1,1
Aves,ET,SY,20,2
Aves,ID,SY,30,1
Aves,KW,SY,110,4
Aves,ML,SY,482,7
Aves,OM,SY,212,8
Aves,QA,SY,400,2
Aves,RU,SY,30,1
Aves,SG,SY,227,6
Aves,TH,SY,720,20
Aves,TR,SY,818,11
Aves,UA,SY,463,50
Aves,UZ,SY,70,12
Aves,XX,SZ,1,1
Aves,ZA,SZ,1,1
Aves,AF,TG,200,2
Aves,BF,TG,48,5
Aves,BJ,TG,10,1
Aves,GA,TG,6,1
Aves,HK,TG,8,1
Aves,JP,TG,50,1
Aves,MG,TG,70,4
Aves,MY,TG,10,1
Aves,SN,TG,103,6
Aves,TH,TG,383,8
Aves,AE,TH,103,22
Aves,BD,TH,12,6
Aves,BE,TH,2,2
Aves,CH,TH,8,1
Aves,CN,TH,4152,102
Aves,CZ,TH,35,9
Aves,ES,TH,1,1
Aves,GB,TH,1,1
Aves,HK,TH,4,2
Aves,JP,TH,5528,774
Aves,LK,TH,2372,253
Aves,MY,TH,12,2
Aves,NL,TH,4,4
Aves,NO,TH,2,2
Aves,OM,TH,162,2
Aves,PH,TH,2,2
Aves,PL,TH,2,2
Aves,QA,TH,34,4
Aves,SE,TH,2,2
Aves,TN,TH,4,2
Aves,US,TH,7,7
Aves,UZ,TH,303,16
Aves,ZA,TH,38,3
Aves,DE,TJ,5,4
Aves,KW,TN,2,1
Aves,AE,TR,2,2
Aves,AT,TR,1,1
Aves,BG,TR,11,10
Aves,CD,TR,135,1
Aves,CN,TR,1,1
Aves,DE,TR,7,7
Aves,FR,TR,2,2
Aves,GB,TR,4,4
Aves,IQ,TR,1,1
Aves,IR,TR,1,1
Aves,JO,TR,100,1
Aves,KW,TR,750,8
Aves,OM,TR,1190,12
Aves,PK,TR,2,2
Aves,RS,TR,2,2
Aves,TH,TR,1,1
Aves,US,TR,3,3
Aves,XX,TR,1,1
Aves,AI,TT,42,3
Aves,AO,TT,18,2
Aves,BB,TT,8,1
Aves,CA,TT,9,6
Aves,GB,TT,13,8
Aves,GD,TT,1,1
Aves,PH,TT,2,2
Aves,US,TT,19,12
Aves,BD,TW,5930,77
Aves,BH,TW,195,7
Aves,JP,TW,12,2
Aves,KW,TW,9729,176
Aves,OM,TW,138,6
Aves,TH,TW,120,3
Aves,TR,TW,1000,11
Aves,US,TW,1,1
Aves,UZ,TW,1267,21
Aves,VN,TW,630,13
Aves,ZA,TZ,1,1
Aves,AZ,UA,4,4
Aves,BH,UA,7,2
Aves,BY,UA,14,14
Aves,CA,UA,3,3
Aves,CY,UA,24,2
Aves,DE,UA,10,9
Aves,EE,UA,1,1
Aves,ES,UA,48,14
Aves,FR,UA,4,4
Aves,GB,UA,6,5
Aves,HU,UA,85,16
Aves,ID,UA,22,9
Aves,IL,UA,2,2
Aves,KE,UA,1,1
Aves,LA,UA,7,4
Aves,LT,UA,5,5
Aves,LV,UA,1,1
Aves,MD,UA,43,31
Aves,MT,UA,2,2
Aves,PL,UA,20,17
Aves,RU,UA,27,14
Aves,SK,UA,2,2
Aves,TH,UA,38,7
Aves,US,UA,3,3
Aves,KE,UG,1,1
Aves,ZA,UG,12,7
Aves,AE,US,2818,1380
Aves,AR,US,2,2
Aves,AT,US,1,1
Aves,AU,US,1,1
Aves,AW,US,2,2
Aves,BE,US,71,10
Aves,BG,US,26,7
Aves,BH,US,77,36
Aves,BM,US,3,2
Aves,BO,US,18,3
Aves,BQ,US,1,1
Aves,BR,US,32,32
Aves,BS,US,35,16
Aves,BZ,US,16,9
Aves,CA,US,471,443
Aves,CL,US,7,2
Aves,CO,US,21,12
Aves,CZ,US,27,6
Aves,DE,US,157,128
Aves,DK,US,2,2
Aves,DM,US,2,2
Aves,DO,US,5,3
Aves,EC,US,2,2
Aves,ES,US,1532,61
Aves,FR,US,19,19
Aves,GB,US,142,97
Aves,GD,US,3,2
Aves,GR,US,5,5
Aves,GT,US,47,3
Aves,HN,US,6,4
Aves,HT,US,1,1
Aves,HU,US,1,1
Aves,IE,US,5,5
Aves,IL,US,24,13
Aves,IM,US,6,5
Aves,IN,US,2,2
Aves,IS,US,2,2
Aves,IT,US,22,21
Aves,JM,US,6,1
Aves,JO,US,1,1
Aves,JP,US,319,54
Aves,KR,US,105,10
Aves,KW,US,253,36
Aves,KY,US,2,2
Aves,LB,US,3,3
Aves,LK,US,2,2
Aves,MA,US,26,2
Aves,MQ,US,1,1
Aves,MX,US,46,38
Aves,MY,US,810,4
Aves,NI,US,1,1
Aves,NL,US,7,7
Aves,NO,US,6,6
Aves,OM,US,9,1
Aves,PA,US,64,28
Aves,PE,US,2,2
Aves,PH,US,118,36
Aves,PL,US,35,6
Aves,PT,US,16,16
Aves,QA,US,1167,141
Aves,RS,US,1,1
Aves,RU,US,2,2
Aves,SA,US,306,65
Aves,SE,US,6,6
Aves,SG,US,874,13
Aves,SK,US,22,6
Aves,SV,US,3,3
Aves,TH,US,101,11
Aves,TO,US,24,1
Aves,TR,US,2,2
Aves,TT,US,47,13
Aves,TW,US,116,20
Aves,UA,US,1,1
Aves,VG,US,11,5
Aves,XX,US,19,15
Aves,ZA,US,17,8
Aves,ZM,US,4,2
Aves,NA,US,3,3
Aves,US,UY,2,2
Aves,AE,UZ,440,157
Aves,DE,UZ,4,3
Aves,FI,UZ,1,1
Aves,GB,UZ,660,3
Aves,GE,UZ,20,2
Aves,ID,UZ,120,4
Aves,KG,UZ,6,4
Aves,KW,UZ,304,5
Aves,KZ,UZ,984,42
Aves,MV,UZ,1660,31
Aves,QA,UZ,4,4
Aves,RU,UZ,9,8
Aves,SA,UZ,1,1
Aves,TJ,UZ,1,1
Aves,TM,UZ,109,9
Aves,TR,UZ,21747,148
Aves,UA,UZ,168,12
Aves,US,UZ,9,4
Aves,XX,UZ,1,1
Aves,BD,VE,656,30
Aves,CL,VE,3,3
Aves,DO,VE,260,19
Aves,ES,VE,198,21
Aves,ID,VE,72,3
Aves,NL,VE,12,3
Aves,PA,VE,24,2
Aves,PT,VE,3,3
Aves,TH,VE,334,19
Aves,TR,VE,420,19
Aves,XX,VE,1,1
Aves,US,VG,1,1
Aves,ES,VN,8,4
Aves,FR,VN,1,1
Aves,AO,XX,18,1
Aves,BH,XX,8525,114
Aves,BJ,XX,1,1
Aves,DE,XX,11,11
Aves,ES,XX,14,2
Aves,ID,XX,1,1
Aves,IE,XX,1,1
Aves,IQ,XX,4,4
Aves,IT,XX,4,4
Aves,JE,XX,1,1
Aves,JM,XX,6,6
Aves,JO,XX,763,13
Aves,KG,XX,3,1
Aves,MC,XX,1,1
Aves,ML,XX,100,3
Aves,MY,XX,1,1
Aves,NE,XX,108,2
Aves,PT,XX,1,1
Aves,PY,XX,1,1
Aves,QA,XX,94,7
Aves,RS,XX,2,2
Aves,US,XX,1,1
Aves,UZ,XX,17,4
Aves,VC,XX,6,2
Aves,ZA,XX,22,9
Aves,AE,ZA,214913,6406
Aves,AF,ZA,38086,227
Aves,AM,ZA,52,4
Aves,AO,ZA,134,8
Aves,AR,ZA,10,1
Aves,AT,ZA,100,1
Aves,AU,ZA,949,10
Aves,BD,ZA,433990,3961
Aves,BE,ZA,8,5
Aves,BG,ZA,58,9
Aves,BH,ZA,2027,112
Aves,BJ,ZA,270,39
Aves,BL,ZA,10,1
Aves,BR,ZA,1425,877
Aves,BS,ZA,1,1
Aves,BW,ZA,5,5
Aves,BZ,ZA,1,1
Aves,CA,ZA,4,3
Aves,CD,ZA,1401,40
Aves,CH,ZA,6,4
Aves,CI,ZA,2062,89
Aves,CL,ZA,20,1
Aves,CN,ZA,104,11
Aves,CY,ZA,1211,32
Aves,CZ,ZA,148,38
Aves,DE,ZA,124,36
Aves,DJ,ZA,50,4
Aves,DK,ZA,22,2
Aves,EG,ZA,1919,18
Aves,ES,ZA,23,9
Aves,ET,ZA,2,1
Aves,FR,ZA,3,2
Aves,GB,ZA,415,199
Aves,GE,ZA,20,1
Aves,GH,ZA,571,37
Aves,GR,ZA,4,4
Aves,ID,ZA,100109,1157
Aves,IE,ZA,30,26
Aves,IL,ZA,3,3
Aves,IN,ZA,760,26
Aves,IQ,ZA,344911,2819
Aves,IR,ZA,1657,29
Aves,IS,ZA,6,1
Aves,IT,ZA,4,4
Aves,JO,ZA,40454,759
Aves,JP,ZA,1,1
Aves,KE,ZA,26,17
Aves,KW,ZA,141108,3506
Aves,LB,ZA,299476,5725
Aves,LK,ZA,3,2
Aves,LY,ZA,19,3
Aves,ME,ZA,1,1
Aves,MK,ZA,1,1
Aves,ML,ZA,7462,135
Aves,MT,ZA,4,4
Aves,MU,ZA,8,5
Aves,MV,ZA,9163,474
Aves,MW,ZA,20,3
Aves,MY,ZA,19965,288
Aves,MZ,ZA,1057,33
Aves,NE,ZA,1080,15
Aves,NG,ZA,64,2
Aves,NL,ZA,71,33
Aves,NO,ZA,4,4
Aves,NZ,ZA,2,2
Aves,OM,ZA,4100,24
Aves,PE,ZA,461,5
Aves,PK,ZA,223906,1977
Aves,PT,ZA,39,23
Aves,QA,ZA,83505,3062
Aves,RU,ZA,71,5
Aves,SA,ZA,28171,588
Aves,SE,ZA,1,1
Aves,SG,ZA,858,35
Aves,SI,ZA,2,2
Aves,SN,ZA,208,15
Aves,SZ,ZA,3,3
Aves,TG,ZA,257,14
Aves,TH,ZA,10135,309
Aves,TR,ZA,3190,45
Aves,TZ,ZA,2,1
Aves,UG,ZA,2,2
Aves,US,ZA,3387,54
Aves,UY,ZA,1,1
Aves,UZ,ZA,1396,14
Aves,VN,ZA,1161,26
Aves,XX,ZA,88,6
Aves,ZM,ZA,2400,111
Aves,ZW,ZA,21,11
Aves,NA,ZA,277,55
Aves,CD,ZM,20,1
Aves,KE,ZM,41,2
Aves,ZA,ZM,2,2
Aves,ZW,ZM,2,2
Aves,NA,ZM,10,1
Aves,XX,ZW,19,6
Aves,ZM,ZW,1,1
Aves,BE,NA,212,9
Aves,GB,NA,2,2
Aves,JP,NA,1,1
Aves,US,NA,25,5
Aves,ZA,NA,896,87
Bivalvia,CA,AU,326,20
Bivalvia,DK,AU,3620,45
Bivalvia,ES,AU,450,10
Bivalvia,FR,AU,350,20
Bivalvia,GB,AU,2,1
Bivalvia,HK,AU,2370,33
Bivalvia,IT,AU,783,9
Bivalvia,JP,AU,555,15
Bivalvia,NL,AU,123,5
Bivalvia,NO,AU,20,1
Bivalvia,PE,AU,6,1
Bivalvia,PL,AU,165,4
Bivalvia,SG,AU,9370,51
Bivalvia,TW,AU,1321,9
Bivalvia,US,AU,19456,217
Bivalvia,ZA,AU,102,5
Bivalvia,DE,CH,1,1
Bivalvia,CH,DE,113,7
Bivalvia,NO,DK,30,1
Bivalvia,BR,EG,500,1
Bivalvia,GB,EG,500,1
Bivalvia,KW,EG,500,1
Bivalvia,NL,EG,37410,43
Bivalvia,US,EG,500,1
Bivalvia,BR,FM,900,6
Bivalvia,DE,FM,5768,58
Bivalvia,GB,FM,13932,133
Bivalvia,KW,FM,490,6
Bivalvia,NL,FM,1798,9
Bivalvia,SG,FM,650,5
Bivalvia,US,FM,59118,442
Bivalvia,AE,FR,176,6
Bivalvia,BR,FR,476,4
Bivalvia,CH,FR,733,11
Bivalvia,DE,FR,3720,15
Bivalvia,FR,FR,36587,166
Bivalvia,GB,FR,431,5
Bivalvia,HK,FR,981,15
Bivalvia,JP,FR,144,2
Bivalvia,MC,FR,36,5
Bivalvia,NZ,FR,55,2
Bivalvia,SG,FR,1450,12
Bivalvia,TW,FR,2095,14
Bivalvia,US,FR,72893,402
Bivalvia,ZA,FR,100,2
Bivalvia,JE,GB,20,1
Bivalvia,NO,GB,39,3
Bivalvia,PT,GB,367,2
Bivalvia,BE,ID,890,20
Bivalvia,CA,ID,6715,133
Bivalvia,CN,ID,101,1
Bivalvia,DE,ID,13377,236
Bivalvia,ES,ID,150,5
Bivalvia,FR,ID,4789,100
Bivalvia,GB,ID,1259,18
Bivalvia,IE,ID,120,4
Bivalvia,IL,ID,220,6
Bivalvia,IR,ID,50,2
Bivalvia,IT,ID,150,2
Bivalvia,KR,ID,690,14
Bivalvia,MX,ID,2250,9
Bivalvia,NL,ID,3944,71
Bivalvia,PL,ID,2530,42
Bivalvia,RU,ID,525,11
Bivalvia,US,ID,20012,380
Bivalvia,ZA,ID,270,4
Bivalvia,TW,JP,600,2
Bivalvia,BR,KH,154,2
Bivalvia,KR,KH,80,1
Bivalvia,VN,KH,72000,24
Bivalvia,DE,KI,1070,7
Bivalvia,US,KI,2770,9
Bivalvia,US,MH,47858,530
Bivalvia,GB,MY,30,2
Bivalvia,ID,MY,15,1
Bivalvia,ZA,MY,15,1
Bivalvia,US,NC,80,1
Bivalvia,BR,NL,150,1
Bivalvia,CH,NL,140,4
Bivalvia,GG,NL,20,1
Bivalvia,IS,NL,6,1
Bivalvia,KW,NL,18,5
Bivalvia,MC,NL,8,2
Bivalvia,NO,NL,62,5
Bivalvia,US,NL,600,4
Bivalvia,BR,PF,650,4
Bivalvia,CH,PF,231,4
Bivalvia,DE,PF,9485,53
Bivalvia,FR,PF,1280,6
Bivalvia,GB,PF,331,4
Bivalvia,HK,PF,518,7
Bivalvia,NL,PF,5794,14
Bivalvia,SG,PF,1200,9
Bivalvia,US,PF,62432,376
Bivalvia,US,PH,120,1
Bivalvia,AT,PW,520,4
Bivalvia,CH,PW,200,1
Bivalvia,CL,PW,10,1
Bivalvia,CN,PW,373,17
Bivalvia,DE,PW,4578,27
Bivalvia,FM,PW,5,5
Bivalvia,FR,PW,9530,17
Bivalvia,GB,PW,465,6
Bivalvia,JP,PW,12,3
Bivalvia,SG,PW,485,6
Bivalvia,US,PW,24841,226
Bivalvia,DE,SG,1500,5
Bivalvia,FR,SG,2693,6
Bivalvia,GB,SG,1437,4
Bivalvia,KR,TG,30,1
Bivalvia,US,TH,1107,6
Bivalvia,AE,TO,94,4
Bivalvia,AR,TO,10,1
Bivalvia,BR,TO,1623,12
Bivalvia,CA,TO,32,2
Bivalvia,CY,TO,30,3
Bivalvia,DE,TO,485,6
Bivalvia,DK,TO,1270,8
Bivalvia,FR,TO,6250,25
Bivalvia,GB,TO,1411,27
Bivalvia,HK,TO,561,12
Bivalvia,JP,TO,240,3
Bivalvia,KR,TO,40,2
Bivalvia,MX,TO,3250,8
Bivalvia,NL,TO,3100,15
Bivalvia,NZ,TO,324,10
Bivalvia,SG,TO,847,14
Bivalvia,TW,TO,250,2
Bivalvia,US,TO,11532,191
Bivalvia,ZA,TO,14,2
Bivalvia,AE,TW,20,1
Bivalvia,KR,TW,210,2
Bivalvia,SG,TW,290,6
Bivalvia,US,TW,8,1
Bivalvia,AE,US,140,15
Bivalvia,BR,US,374,5
Bivalvia,CA,US,840,29
Bivalvia,CL,US,55,5
Bivalvia,CR,US,130,9
Bivalvia,DO,US,18,2
Bivalvia,GB,US,541,12
Bivalvia,GT,US,320,4
Bivalvia,IL,US,63,2
Bivalvia,IT,US,180,6
Bivalvia,MX,US,690,13
Bivalvia,PA,US,51,8
Bivalvia,PE,US,9,1
Bivalvia,SA,US,20,1
Bivalvia,SG,US,766,15
Bivalvia,TT,US,46,6
Bivalvia,TW,US,250,2
Bivalvia,ZA,US,331,6
Bivalvia,NA,US,20,2
Bivalvia,AE,VN,915,27
Bivalvia,AR,VN,40,2
Bivalvia,AZ,VN,32,2
Bivalvia,BD,VN,95,9
Bivalvia,BH,VN,158,8
Bivalvia,BR,VN,5804,68
Bivalvia,CA,VN,2991,79
Bivalvia,CH,VN,3279,53
Bivalvia,CN,VN,1127,46
Bivalvia,CY,VN,80,5
Bivalvia,CZ,VN,85,5
Bivalvia,DE,VN,190,8
Bivalvia,DK,VN,420,6
Bivalvia,ES,VN,120,6
Bivalvia,GB,VN,255,10
Bivalvia,GR,VN,105,4
Bivalvia,HK,VN,705,33
Bivalvia,HU,VN,107,12
Bivalvia,IN,VN,480,17
Bivalvia,IR,VN,159,7
Bivalvia,JO,VN,85,4
Bivalvia,JP,VN,180,6
Bivalvia,KR,VN,2542,30
Bivalvia,KW,VN,696,40
Bivalvia,KZ,VN,20,3
Bivalvia,LB,VN,30,3
Bivalvia,LK,VN,200,1
Bivalvia,MT,VN,50,2
Bivalvia,MY,VN,320,13
Bivalvia,NZ,VN,640,18
Bivalvia,PK,VN,30,3
Bivalvia,PL,VN,740,12
Bivalvia,QA,VN,95,5
Bivalvia,RO,VN,36,2
Bivalvia,RU,VN,797,26
Bivalvia,SA,VN,15,1
Bivalvia,SE,VN,30,1
Bivalvia,SG,VN,5328,133
Bivalvia,TR,VN,1242,25
Bivalvia,TW,VN,2755,49
Bivalvia,UA,VN,90,6
Bivalvia,US,VN,9892,193
Bivalvia,ZA,VN,1287,38
Bivalvia,US,NA,443,7
